EN	RUS	ID
Chang Qing	Чан Цин	18ee695c0089cd97;4e9259451f039761;8c71a58334f66941;d48550e170dade3d;d60721152c265a3b;f066593550f4bbd6;faf71c6f0e295d90
Chang Sheng	Чан Шэн	836c13b4d1da0991;9770a43358bb16f2;9abbce2934893b95;c6c90c42024c18ae;ce615db58b2bd4c7
Chang Wugong	Чан Угун	0d6199d87405503c;0d763e70a6b802e5;17161ad0ca207ab1;1e223fc2dda79ddb;4b8f334b374642ad;549a479e96766185;7950628768b4282c;7e68b793dfde6b58;891e82b33d4a1000;a27d560e528448cd;a4ff2c308b1de7cd;aaf9a95c7edeb9fa;afcc8e4a357ff442;b9ca7edf243532a1;ba312be082884264;ba5c3b43780c89bf;c72a2babdf0f79d4;c844fb12a5159395;cedf8ed8f9e1eacc;d7a34730db8cccc9;daa2cb160a2dee29
Chang Xiangsi	Чан Сянсы	03808085036ee59b;0bca5e7ad6fc769e;18f0dab117a66ecf;1b88ff250191beba;1d8adc9f3f24f14f;23168fa5f25e1301;24a735970004cb67;2777bf7a92d1c569;2d13fd2b1298f5d7;3bf795c9cec04d70;42cf96ab7fce4719;48b329498f8b806d;496195ff2cb957df;5cdb97014397f52f;6a52de6eb6772af0;6a7ab3317feeda24;6e26707378cfa211;7033771281557f77;7380b79ddbe39585;8284ce019da05578;85724743dc34fe85;88c4932cdb993b78;9b7503cb86c354a9;9f42e4fdb423720d;bd3266053bc79973;c58ce30ae56117a1;c7afb88a87f55b02;d304e742cba423a5;d6830dff006b20cc;e306a1fc8d08f02a;fd8bedb54f5a9b68
Chang Zhi	Чан Чжи	805116a298194551;c02fefed7b0d44df
Chen Cheng	Чэнь Чэн	01c2f62fbcf44ef3;1eff9bd78d704248;1f182f8b445b5ad7;23b74c5e3f383380;26769656dbb40c65;578ba677e1b2c20d;611c6329317bde6c;83f822eb63bd7f01;89c4e1ac35a11317;b74c96f97d5bfa78;bbc6cc0ca3d4b53a;ce472da50c10c934;e35aea9c71dc888a;f5578d233c62c204;fda30f136262a86a
Chen Da	Чэнь Да	02f1bdcfcec3f204;0c339b8ccfdbbda3;1d4b2b601436c7d6;26130b2d6123b5a9;2f8c465f01b894ad;34cb54300fa1f611;4302e78b3afd0a46;53da3afae0f77dd0;5596d1c0dcb206ce;5ad5a8db34d2e117;6654558dd2e723d3;6b16a8e5a8dbf558;864b6dd1a534c00d;88d429b2d6898ac3;bcbfae07e6590673;c265dd9ac7edd984;c634a118d9dce610;e4793c3265d173d8;e5a898debbebdf21
Chen Lian	Чэнь Лянь	110cb0a0870792b4;28e422acd113e8e5;2f4bd3d8c64bd8f7;4162b9724ac01f31;4dec7ca448900fd4;815025a73a3a34c3;81c442a5af0348a5;88ad9022a2d41c87;a0c8753a1ac008b5;d377e4b504c2963d;d4cca9e1b434f76c;e919443d3000fc7f;f0791995defba59f;f17a9a08b39a7048;f3315f37a5badb23
Chen Mei	Чэнь Мэй	1a0e5273148f4bcd;2097abcc7fb85f7f;29e644cb7743a2c2;5a6d31bcdf8045ec;8f757a2014001b75;930265c69706d8be;99cae184bc29f36e;a735ad36ea428a11;e52ff91996b4c665;eafdc395ba7b6624
Chen Qi	Чэнь Ци	085c8ff9ac260775;0a71c1b40321732c;3e5ffd4d8ef62935;5a48d22ab5a762d5;5aa0a814242bfa3c;69e7255620833162;6c24dcc36895f730;9715c2fb54890e1e;9a98f023f0f0f6d4;a4d41cfc390968fd;b54e597530e1c2b8;b667a04fb18f4645;c5c69147ab1fa14f;c6fae1d67b9e31ea;d36a57c1164428d5;db19ca31fd806dad
Chen Quan	Чэнь Цюань	05a7d5fe2e49ecaf;22861003d7830014;29b9aceaf06af38f;3409ef8ecd145bf7;49474d4194405aff;4cfa6f83ebc923e4;6ded9e5ab7b89ced;82352baf5b192c23;828db4b34d1917e3;9634436ba32a8a70;a948c3cd47c396f9;b23033170f43291f;bc8eab21d58cf6ce;c15cc82cd3d1617a;c1c9d3fa6b622dd4;cef955c7367e1787;d1f5cfaa0eb8238e
Chen Sheng	Чэнь Шэн	11e718b939fa087d;1f989682aa21982f;46d144d4265e8539;574dfdd89a26367c;7eea023a99c56ceb;872a46679285e408;90dbe51f15aed5e6;9b5bbbb401b2adf2;b14158ca9a5a6a9a;d3bcae6f414c6ea3;ddaf81d760f17ded;eb25218fdc4832eb;f1967527fe36567a;f6f7bea73bc837ff
Chen Shisan	Чэнь Шисань	0ed74132da9e73e3;31ca3d8033aaef96;4299506032265c9e;52f3b27e7927429a;55b7888f69151881;63c007868b974e91;727e02c8b66a0493;75701492c5a01ca6;7d0f321b12fcd265;a180cb6eb6ac8fd7;a620e5ac814a4da5;c4f0b374cab57b27;f5cb8528f25b1633
Chen Shu	Чэнь Шу	30b5c450eb48a9d8;469f64e365211cb1;6f8464ee355ef327;8f9a48915b044d5c;93189a10d71c090e;9ff1f8313f053ea7;aab60ac5d396d90a;b4f4eb8871554067;d12f018f0b299e01;e8e0b968514ff54d;e91ce4d0efcd0f92;f1ecd84710f4919c
Chen Xiaolan	Чэнь Сяолань	42d5470ffd48a6c0;438b61921ed02a4c;4e95ad39dde098dd;535708cde8fbeb9e;87c18d92cb6d969d;9dddcb2ada29c9d4
Chen Xiaolong	Чэнь Сяолун	8ebcd518916e5e24;a0bd993694d25605;f167dde72e462a08
Chen Xiaomin	Чэнь Сяоминь	1321e59320f54d72;15909bc8b0dbd337;39b1ad6cb3b335c9;7a52122558f8d244;b476f3658fa0ac19;bf043d216a079d4d
Chen Xiaoyu	Чэнь Сяоюй	1f182f8b445b5ad7;1fdb3f0b17a1bd0a;2b8f768935bc5177;3ba52d28408bf122;44be567ce9770122;513d06174a365f2a;616348b4871d0d56;9922244fb3cc2e1d;b6e28fb683f1a3d1;be643f22dd13729a;db545e450e311aab
Chen Xidong	Чэнь Сидун	32d37ed02abe8aa3;77e929ccc9bcc29b;7be1b763d9fededd;8ec24b9375941b89;a132b049916bc405;a52d15306ad73045;dba9035ba69e1f49;ebd8ff348475ae52
Chen Zhi	Чэнь Чжи	02ec182bf1df4c3e;0a47d9998af4811d;3008d666843649c1;50713a3c27179e68;507b730ea563eead;61dd41ff7a01b45d;91cddea0cf3832a9;ce6bee933d2f7b85;d79f9c5713913509;ff9451ae93744b56
Chen Zixi	Чэнь Цзыси	008aa45617e66edb;2e06702b7e176c54;39d8225a2f335e72;48f08e04c89796b1;59e65159366dfbe3;68c5d400c0083e9e;813e684f6358f305;86ef32b0000c0546;96dac7bf1d62733a;9a2283ccb61d12f9;a1ca81211fc929d9;aefa09b5fcecd7a1;aefd18a792e697a7;b01ce7af649a321b;b71a3aba4b267bbc;bb2992a3367ac19c;c5ba9842230c814f;d415f2c44baae300;d94f8f1300c4d177;f152250abb254521
Cheng A'zhuang	Чэн Ачжуан	201e84d579ea7ea4;43f2d62dde12e33e;59cd3945cd335d62
Cheng Baijiu	Чэн Байцзю	2b9926dca33b8134;3cec7a9097458cce;88ede1cdf1a66551;aff85358643ba69d
Cheng Chang'e	Чэн Чанъэ	3ad318983efe80cb;3c0e20c381c8a39a;ead84c089c114f0a
Cheng Dali	Чэн Дали	13f8611e781e79d9;59afed0870fd837b;c38151999bf6020c
Cheng Miao	Чэн Мяо	023fd391de7f6f41;489fdd26e92cd02c;dca817307efe1858
Cheng Qi	Чэн Ци	2f19f99305daa6b8;81c8dc17f8328b48;e2ceaf977b625db0
Cheng Shi	Чэн Ши	0a18bd9fd6c123b0;48384b1c5498b482;6b174437f10eec57;8449f6aa564a9f56;8552bad5d20f6841;aa24852995f6bf72;cdfdc3fabb552a3d
Cheng Su	Чэн Су	32654d822013317c;a5f5a02e5adee9dc;a96c621ebedfd116;c4bcb11c6592d1a9
Cheng Wuqi	Чэн Уци	922956c959bf1b47;9c11cce8d5a7cb63;b3ba8b0ed79d6cfb;e2e7fe410620da73;ecb026e9eab7c8ca
Cheng Xiaojie	Чэн Сяоцзе	66112ea2ab6e2135;e537954ba312ef64
Cheng Xiaomin	Чэн Сяоминь	1d25154940de2444;3aa358157cc29fb6;55f683ffee5d2e0a;b0e685f87a8a5777;ddb3ddfd45f199b8;ee83b858427b82d2
Cheng Xin	Чэн Синь	19e0069a76f13b1d;2ffcda6ce143b99d;5d552e85bf8f3414;6ae4bdf540a739e7;7bd255b2b9a33761;7f80f0ec1c7a6b82;887aa79e34cdec41;a112ddb7f0639c52;aaa545b2f9a419f5;c6235ebd6a70757d
Cheng Yaojin	Чэн Яоцзинь	51e963cfce9bdce7;8645daa81828892e
Cheng Yuan	Чэн Юань	2e2b32d703cbb13d;60a7e1252d3881d2;81d89577552905b4;b089b80e2547a709
Cheng Zhao	Чэн Чжао	03a4324d011fbeb1;5de6dc6ff6054676;abb997912a03fbb6;ade800cd03a980e4;afbbfb3aad78af68
Chi Jing	Чи Цзин	02d26770db800e83;4e970e0ed8980b92;50a0656e6fa54065;966152b56f6deb3b;9b52f4959b8a8583;b5609aafa04e595b
Chi Lin	Чи Линь	11cdc8bd38008d53;37c6d2c68f7a6c4d;3c48d5b1af7dc491;4c8df4b35f0c7097;c2e541e3371a9e72
Chi Xin	Чи Синь	08ed2300c1d49c0b;5c4d77017eed3e74;92240660e3a0b9b7;c25978565b9b2d1a;cb7654004144ae39
Child Ku	Ребёнок Ку	130da14647e811f5;2307b41e92837228;2df45f70d64f3f2a;377e14c7c7d0c350;56014daafc58bf27;77f9c4d3bb09c073;bbe7a10c24270d2e;d2f8503a8ccf1d22;d5ae6cfd78076ddd;d8313f4f9c5ca805;da3ab0c3dee94af2
Chou Wu	Чоу У	026858039bd965ee;260e1e3ea65414ee;4dd7c8b5336a4094;54bfd4ef4643c863;8d0f7034c26b434c;a78ec4fa00061f70;bf25dd76339418e1;d322f154759ef1cf;d57a8cfefba5c39f;d7c7d5056e97c739;fbae0f41239e8a53
Chou Yin	Чоу Инь	0f5562b6ab46f3f7;15f237750fcab076;266076e5ae090383;39399aead8187ae4;3db886f32289553c;4041046da4599150;48ec051b8227775c;5edbb444a1d6e8f9;72693c310897e9ad;865d13f0fd255166;9c260b5df994508f;b7fe50a5d1694a51;bf8041d42447cb82;efd3f2de94de2a1b
Chu Hao	Чу Хао	1d6cb5183e5cf138;348367c2b89d5e28;3f74efffef5f9fb4;74ba94519c0ac8d8;7886436c6a4317ad;9084fa26d42a3c44;aae7561f7705386a;e7b90003a76523c7;fac18cdf54fa7eed
Chu Hui	Чу Хуэй	3a0f51c46a2efa8c;499691e9816d306e;ee1f07e55140b2fb;fac18cdf54fa7eed
Chu Qingquan	Чу Цинцюань	09ecbe82d2a82a4b;0b5b32362356ca9f;18f967aaff8edcba;1e00c1b73cf047f5;1fb5306ffe139d36;224473e4fc95762d;23a2929e44facf79;265aca9cdc371a4f;2b943733334e5974;2f1d2921b5b4363e;2f4f47636a1fb27f;3b7a0e724afa4b12;3e9071b685961cc2;407b7766a43ea1b2;41effb4b1c74aae0;429a190966dd865b;444b0c6e8685f93a;49b0f3802a12ab4b;502583f883963cee;50be693abccbb783;527ce6c56a131a5b;62bc6e04f469ad42;6319840500f02980;63b49428a107b590;64d38fd1bc3f1cbc;65725665d4539ade;6618c0261b56484c;68de436b74e7ef4d;69804836af834e62;6b8649e6bdbf9ba2;6dac1b70c60086b3;73b413bc6094d2e0;742472280d0a102c;784d4e9b8fa1ce93;7c0ae786261645ca;7e7c1c9d312973d0;7e8297b5ca984f0c;7f52a72da4f2140c;81d35b347947580c;831a6697c371e4f7;870a9a33d1050003;8d12995e551f5a17;925e6ebe3877f1d7;9365b93675a83f4f;94594ed88b30665b;9c22a38979098c04;9d0d5213590df06f;9de5e932387d92f2;a1a9f62d7406d0ae;aad652b77c610f7a;ad2f4c8a3d5a9ae3;b6a79354e8a6e196;b8780464086529b5;b88c791ce7873ca4;ba67168e1204a616;be763c333483ee40;bfd1e6920c9a0825;c2e85f9825f1f151;c5a3e1f4bfeda1ff;c86c90a144fb77bc;cc794b22721b648c;ce9c7316d4d240f7;d55e124ef7792f02;d62c7e617e3deea6;daf1d48f8ddfdb64;dc8b8195842dcaa3;de7d6877721cf98c;e218b0b8b7e7bf63;e2be435508382d5b;e3431797c0772cb1;e3bb5ed5db0e77d2;e5978d7e190de95e;e6af10d0b9b851ef;e998738d45872ebd;eba1991bb6085e8a;ebccd3a926cb70a9;ec987b85c0a8025d;efe13239c43a8b34;f12ee62bfa6377c7;f7cc7c0b857afa93;fdb97f807b108716;ff46b41075e19e77
Chu Shiyi	Чу Шии	00fce23f041a915f;09ad7c57dbec2f5b;0f5562b6ab46f3f7;1add9e5ce79ac844;1cb8bd97d7d81b28;1f04bacf05f18cbc;2d7b6853b91d540a;322bd8501d6630a6;392bc5963c7662b5;3c014ded64c27d29;46073925c56fde1d;492e8d46c972fc2c;4af71fafcdab922d;4d7a7d9c5a68e237;502c1538845c6082;52f67c063c9b800a;578a4f797cf90996;579f5cc6997acf44;58c5a6efb5faaf23;5ff8a227970d0faf;630e052102ff2d79;654cd762a64f6d04;6db3f0d14f1da7eb;7a1e389d840e7f86;8088116baaa83e41;8529ce70e00b0b78;8b208183876e6180;93832af2806ca903;9c260b5df994508f;ac5011ba1786caaa;aebf01e2420e2ed9;b7fe50a5d1694a51;be41e8ffbc8b0d23;c44df18afc70cc67;c7d8bb3655be33de;cc984566609283d1;d12d0744c7f5e68c;d1fb22197af28c21;daec553c98c84ca1;e128e901edf49039;e30ab1c06e465750;e4a30b75ad6036a2;e8ab7747ec0a4b3c;e967ac8c2bfb4b6b;ec45aea87f6f6c37;ed9e259ff128f18a;f08590f4edee99b2;f287b9193655b383;fe32d2a6566e0f3e
Chu Shuiyang	Чу Шуйянь	06bf54c0ee85bace;20888f56993e5ef1;24aec262c503e97d;349be72a42409794;3e1ab84e2654174a;3e5a80b3a9927f14;422d7973fd876d5b;424d55645c96fccc;4e56c0326309af66;506035fbc7eb9e96;55e9568fb960b594;5ad086619aecf749;5b288e9cd8a715b6;5c06199cee454d0d;5f1bb2481307dbff;60f898df5b71a153;633735ee3c049df3;681690a2a4bdcd07;73e97d4a68808caa;7ca4829a232e67cf;865c7008e289116e;8c6bbf819ba93fcf;8e3bc0a018d49c1f;9754fe325c722dab;97a6a0593439eda4;9cef7e07b4a25fb4;9e7aba1ac3f912d0;9ff0f447e35633a2;a095a9708f40663c;a27d952be50c50f8;b0d6ebaaed1936fc;be9f68659b97ab59;c0c3f36994e35a0a;c82200dff0f0cf3b;cbecd8c788422058;d000442c8bf508ff;e32cab16292bfade;e613016450d5981d;eaeeda91e777f532;ec82f62758263932;f06e0572c4263cb2;fa05e5367e703c51
Chu Xi	Чу Си	068df4a1eb8e8e1d;1e5a176b07dd587a;52b4a12a9bd9bd20;553f27873f99c4d0;65ba0e584cc072e0;95341f7ba634175c;b638f092156ffc0b;bb8c3a7ca6adb25a;e1db81445f0f6daa;e2507468ae1daa31;f459c54f32fdb9a9;fa2da110f607ebce
Cloudburst Healing	Облачная вспышка исцеления	08255c357c140c32;0c13a4e254243a7c;146ce2cbce0f93ca;2376a0477af6476b;2be6a5ea5bf7f074;2e5c02a361fc4ae6;394cec635308e99d;3d4519b1feba435f;40ff1972a1706803;420b373b1b627cb7;4277c2af60f38f89;42b2348c0bd7a3c5;4bb296517b6dec2b;4d12f88d9d192770;54625a2fd9e41d95;5a6ba03f6d777f0b;65b24a802a09b000;74c3e44e42f045a5;76550c7dcd2c8432;7dac65401fc93f97;8060f4675d5fbeb7;85fc7a1425e4d5bc;9108c9e3641c609e;93c2c9ccc887872a;9e6354a6e4f492f3;a205e502fe1233f4;aad9e571077883f2;b58961bf17062c60;b5ee74d7d875f7a1;ca692903a630d959;d0ffbf1906d081f8;d15745cb74dd0627;d3b3effea99a91e1;d5bbf1d7d4932306;d7adf20ecbd02c63;da7cbaf1400c565c;dbc77c589dffb142;f1a32410fa819ddb;f7fffc09e250bdc6
Commander Xiao	Командир Сяо	02f8993b8c6a1728;1588223169930f68;2a27bfe2601cea43;3c9bc193abcc99c9;5901b9539196001a;59d4db3612c52b61;5e0a878bac67743f;61cbab608b2b89c9;73199a4d5a1cf3e8;788a82607c22d9a9;823e980995d128cf;84723bc94c34c9d7;856e1471f14a93b8;a414beccc8048703;a8bb76fd0e3cd2e0;b5fd144383c4ebee;c7ce4fbf6e3454e7;cb16612b27fbcf9a;e3313b04ed8bb309;e5b4b1f8ee11bb71;eb6d7759a1924065;f00538cba354dc70;fb60dfe90eea61da
Cui Hao	Цуй Хао	46c588f2eee503fc;6f051e0e52fedfc3;8f96d7134cea7b2f;fdd97205a06be5d2
Cui Jie	Цуй Цзе	41ae5c1bbe79d7a4;6bc7de8b0eb595f9;ccef4dd41e52273c
Cui Mei	Цуй Мэй	0680ae2877ee7e07;0b0fd30017a5ef90;0fb9da5d30d08a6a;1fd4e636a050158f;4587fa2feb05df81;495c9ae18942fb84;7cf1eb78076f4a21;cba68a1665f38387;d969c42a12809e6a
Cui Xian	Цуй Сянь	2fdb35c10b9176de;8a42037b728fb357;a7d53e24ae58bd38;b8503259bba78037;c083dddc476747d5;ced2f59e5fd683d2;e7b65361e1068548
Cui Xiaolian	Цуй Сяолянь	099a093fc70062eb;f60309885fe47522;fee483b4dbf5d971
Da Huang	Да Хуан	01ecde42f15b3585;0c025cdd7c60306e;1884f6bca2d279e7;1f141be7351f8f45;2064247eef65d073;5454457ae7ad6b85;61562bf011cfc2ee;738b3fc198b89d14;9c215c3f99ed6d7c;b6d3dfbcbdb40f63;de278e3925301a2e;e134a9bf2ebdec4d
Dao Buping	Дао Бупин	0dd5115511cdacc2;10f2488efa037a37;17cc03741e8635d8;1d9c6e1f382112df;46300143684b0cc8;4893001209c74252;b163e719c17d7e7f;b6dce32313eef4f3
Deng Yun	Дэн Юнь	7aa40688701fbc6e;e17c4f2775bdaefb
Dian Wei	Дянь Вэй	1c5af4f8d34bb720;2007dea37eab5f0b;73c1864914fc5193;ba1171f43e1bed57
Diao Rou	Дяо Жоу	0063ebc3f00e5dee;031d514f92652419
Ding Ji	Дин Цзи	0e6e199a100937e1;24538169e79c8da0;2b9c2fa990963271;36c3fe67ae88594f;384d25591a32c532;44c598f54c9a8685;531c674d0760ef1f;534da6fe08217e64;55b45dd96987fba4;69d39e3a3ee70ee4;7e1953c99f1adb08;83d3e487e7df2e61;85a3510f75fb3b11;a018e5e5b9f26d2b;a217302853dcd5f4;a3bf5cd98dee958d;be3fda6de04e4e31;ce738669a8616faf;d9e86353ac8f66c8;db2ffa14c6b68a4b;f22bbafe8fab51c4;f3359e7fcdef2580;f9655f35b0184fd4;fd8ef1c9d81ffc06
Ding Mu	Дин Му	06c11b860a023d1e;12ec0157d4c8e657;2515c75586df2886;2a99f26eb8a873d6;31f2a474b200fd0e;437b80a022bf17ea;466b876c38122005;469e794e715c7f89;56a3e9fae782d100;5cbb47cd0f068fc2;5e60b04637833291;65048f2655f7e214;6da7c8c01d1d73c0;79e459ff85229f16;a7de9cb4338d222e;ae45f604071d187e;c9b7b13afe1b2a45;cf3bea0c40d9eefd;e2cbb9a2ec808dfc;e4222351f5a4f305;ec125386ec104e22;fd281f51704eb319
Ding Yuan	Дин Юань	13ee718e419eddc1;26e1c053873a14fc;2e5539f4a1a6ad46;3e9de0ba7a191cc5;5740fac2c0c43814;7721ce466db95451;85adddbc03031822;a60b6f96e6664dab;cb89e1f2b93f5182;d5a6394932f48980;d7df1ea8a4e9152e;f6b874bdd5fde1b4
Doctor Tian	Доктор Тянь	007d6aa060666d4f;01306a30cf272028;0350838670968af2;04236340aa3f5ffe;04e075cd7a7e7e69;07abbcbafcc88d58;0b7d13c071b03119;105ef75821abd6f0;118e65e315b767cc;1bfc5b10c56cedad;1f1dbe23b049aaf5;3818487e1b3215ee;39d0835135cc17fe;40b17f35aafcb48e;41effb4b1c74aae0;44659acaff025356;482b98fc0844db02;51af39534b3cd2e7;5d0564dddff693f0;62930effeeb3a8b5;69bb9433fbf367d1;6a51251ecadd364f;730f1ad6837ebc4f;74ed41a753f0e0bb;76c7ab71e3007a3f;782d9f29551ab5b9;7f174de357e8a3d0;7f1863c6af8b09a7;8077da9767fecd2e;8d2aec34ca1eb876;91c9fa67c1a72ce8;9412e36d2e7fbf7c;9567ccd25a14a4bd;9c5fa4415ed04410;9dea6f5a2c127796;9e182338ecae36c7;a332e0f4a1bd30db;a919aba7938c063f;ac41420cd3b33647;af28afe1b58dc1de;bf15a857abfe403e;c09e262dcc105e52;c4c1de63e8be8d74;c7173632d2b7f409;c9332b8ec61cec29;c9ac0ec4e8a0ab73;cab19136866c866c;cc794b22721b648c;ccde9e00ce04c255;d2fa1ce570e8b6ea;d427181a09701cb6;d5656675b4c1ecf8;e1a6262fe2ffc821;e48c0bd38fb2bf8a;e5729af5590c290a;e8058900806c6079;f6507a039340c773;f978662677238c24;fe8ccd8c22b450ac
Dong Kang	Дун Кан	63c83509ccf1143f;989995feb774c9f9;b9c2390f338d8b90
Dong Zhuo	Дун Чжо	0997147c22cee94d;2d43f47bdbcbce84;42500ebe9856db54;a74c31b742fa9242;c98fa8eed0fc85c4
Dou Mao	Доу Мао	04eb2e71568b728a;2b5a310f7ef48b02;4109d48ffe5dbadd;44f2dd423c092a8f;60461ad20b46ca02;8484d063ce808fab;90dfe65229df2bfa;a9c0172beed43f0a;ac3211f87f7f7567;cf3bf96e0b3f3e30;db7d43681786eb1b;e5e082b2ffe6ea93;f53b637a4052860f;fbd234994a2d58fb
Dou Ren	Доу Жэнь	2292ec3f6d3ba4e8;4da070ba141a0f04;981dd7657a2d7eef;e3b5dc31649cf4de
Dou Xun	Доу Сюнь	24c4d5eb626afc55;b1d5074c8cbf890c
Douzi	Дуцзы	0a606373167d9f4e;101b0d84f9abee01;16d2acc66d8c6956;2b544e4497990a94;2d057020500e1490;3947ab88b4a23a86;3a9840fb34d0c1c9;47b651ebaaf92699;5d89618cb30eb622;601d1cf9ffc8cb4a;68678e2b792bba09;7e28bb49c3e85360;88676bffdcd065a5;9a223b12f2c8182a;bdebb8b2fa9ea699;d206d6c69c8a5311;d48db271cca28614;ddb7ab294dfea673;f41f5953959243c2
Du Fu	Ду Фу	02407cf26c3bc458;24936e997981bbc5;2db2eeedb0f39bfb;53255484a20c0b8a;6a405942ec609c70;7b0f5c779f08c22e;8011d7fb013edc23;c2b5de9968c9072d;c35e1610b946c6de;c4ed5011049a3490;d20163239597faaa
Du Kang	Ду Кан	259009499e075530;4b99c8092f3d449e;5d4ee604db03c5d0;9c3064eea606bed7;abddbef791e5ad3c;c01575e86671006f;d74b5f8109eaddbd
Du Mu	Ду Му	8439973feb4d35fe;8457ba2d6d12c812;f7395029dcc6d056
Duan Yao	Дуань Яо	8e692c075f53bf0a;93df7e2572ebfe80
Eastern Fence Court	Восточный Двор	0925649d941842bb;0e45a7e0fe8d8e9c;10fd6e1bb5537cf2;1abed3c98bf8e7e1;2f3d9c5c386c58f2;321c20760a5cbfd5;3eabfa0fe130b4c2;3ef7a587230ff469;43ccfe5019578a7d;4a133cc978059b22;5510381f7246688f;6a8a9641978e4c86;6b055b2563779834;6d0f9315874f5b67;6ee51d8cf27494d1;74c6311d4416f953;76d1604a4adec449;78c2a30d989c4a5a;8937c1cd32d2788f;9b7d40da90741951;9d667c2961612def;cdb104ff739cca1f;e7e32dbbf111778a;ecc0e7fbbe522136;f682e9ab34764e92;fdde70aa3afb5f3e
Elder Sun	Старейшина Сунь	1ead74232290b5dd;28c219045cb59fcc;2a91923059ecbc96;3e2af79d5ee3fe98;4c1198afb45b76a1;6aa755625b75dd33;8227ef4042072946;83a50c2389820b40;8f770f16130aceea;9658807db989d993;9809d6bd5c141ebb;a56c064880a56187;aaf0af83f72ff854;caa624f139e8686c;dbb306fb3eac38fd
Elder Yang	Старейшина Ян	14372c1c9fea8599;1612763b46aad408;1978ceff16c8a237;1c5f1d4b62146cbc;207e902c9b9bbe28;2b2ec4e82006f683;2ee12efe79ac5394;3662299f1b18742d;3a7139415539f541;3a9c50781b2bc1fc;3f8989a39e306c37;47e0c83d5132c000;5d8d663896a365fc;6d75ed9aa264480e;75448e7e7ba1c590;a5a325af5e843a1c;aa02b2f18b055325;afcd7522d3857335;b02c2dc6b5884bc2;c534aaac8b40aae9;c66fa22f244993be;cc9c8266f9df5dae;cfa3ab9107169a78;e6a53f94e3e2444b;ed09a420a0f10684;f0b7d28d1a6c9a22;f6bac432c77eb135
Emperor Ai	Император Ай	2381166ace304d1e;2702b4936f2d7b71;6e32432044c60e52;8818e4c1c7b3e017;8b51b97dfc36d684;a1b7aed0999c6401;a3fadee4fde57299;c8e8d45a0ac3212a;d1143587a2d347ef;d5a5d26b7515815c;d88038349e26d695;e6e09c448442568c
Empress Wu	Императрица У	190afbafe3ad3599;20d8a7d7cd083996;24989de97bae7769;330da435f8f37e64;391024ff5b659e81;3e70f1e7ba4e5864;64a3bf9078af3c60;6cace34ecb93006c;7b10e7ab5096fdbc;9b72b4aba3f59a9b;9c16fc442827be50;9c20437466445609;bddea7c006118496;dfe421ec9103f368;e1e3b6cb3f3116db;f21f7317299b4275;f825419c43615289;fb49a257bc74dad5
Er Lang	Эр Лан	20ad76a4e803be96;219d06cd5c368472;69a7d3c3b6c71f70;8438d80f56fed2f5;99b0c1e86c4315de;a7458ed697cad005;e841802532fb2274;fc0ea95dee6634d3
Fan Gao	Фань Гао	0f06811b6bbf7be9;c79acca1af955a64;dc36777297b559cc
Fan Ju	Фань Цзюй	4c733ec253a02d2e;7931c98649810026;8514207d8c6b9465;b5e72fd29a5804e0;be3e19313e17cfff;c6c414f5e9d47f4a;cd567aa08183420f;dbcedd91037f8d42
Fan Kang	Фань Кан	a6e4dfbc66d33b05;e699b3aaa207ab4c
Fan Ruoshui	Фань Жошуй	20ebcd04dee4031d;2d699d6f467ad50e;82031b368a944c5f;954ed4d083b97d31;9b23b8420c95a7e4;c3d8519d2620d877;ecad89c2b93c16bf;ee460bf93fda2905;fc20315acee4bf0d
Fang Mo	Фан Мо	0d78def9c0a95b74;214d97e9e85143d9;2a522f27b89e4726;4cf1854ddb1ced93;bb655cdc8c4368a7
Fang Nai	Фан Най	200783d9eaf97189;29c4709c0fba2ef4;756aaebc5bd8b20c;8407257c276fcc67;913dd34fc388d8e8;93f408d4394fb2cf;cece42160293fccc;e7785e01f5632447
Fang Qing	Фан Цин	38b78f7bc6e6077e;add64cd99bfae6da;b5f9e4e8ceccca0d;d262b09ce6264162
Fang Tiantian	Фан Тяньтянь	06c09250e76fcb48;16ed5aa198e885fa;178e6d537a7e0b72;6914e2ed26533bbf;7ed837e4ca0e5804
Fang Wanjian	Фан Ваньцзянь	00b033937d997099;0d55829348ac847e;4d47a908817b2ebc;4d6c8b600362c848;62e3e81f78e2774d;91e3f757f308c674;935a2d6f33b92447;9cafa04f22dfcb09;b52303b9b92620e9;bf87b51654adc2fb;f9c8311c54f2def4;fa863647a3c9b780;fd5657c3f1d37521
Fang Wenxiu	Фан Вэньсю	0b5a6ecb7a3e026d;3fff35b03968b99d;4d7a5158869fc2e4;4e0cdd529b0b04f4;62600c664163a07d;643cd78ded80bc11;667e57ff182b0379;693f7691b7b095d0;7cdb1b500cb2574e;8f123b26a1576982;956908f7ad7cf93d;9f7a4630ef0acd14;a5b65202bb03624f;ac5e601ba729bc0f;af0a193ee0188b20;c8145213c4b42090;d3bcee07a4e758ff;d740c8fe401b2570;e3ff8021974575a3;eda3c44b01cc67f9;fafbb16cc17dfd23
Fang Wuya	Фан Уя	1cda227a4868e341;3951c863a13fa3ce;564a950a9bef3c8c;5cdea1df1518747c;5e602af5806adf7d;6ea70c4a7096e22f;7ec9348d0b4c698a;7fa671d719e4bdfd;9b02a6f962c9c822;9f235b1c933ca95f;b43c89ae613b4cd8;b70eaae94e4c09e4;f989e3cde92e04a3
